scenario_id,train_number,station_id,zone_id,initial_delay_minutes,station_degree,platform_capacity,track_congestion_index,has_rolling_stock_dependency,weather_condition,weather_severity,delay_cause,traffic_category,cascade_depth,affected_trains_count,delay_spread_minutes,cross_zone_propagation
SIM000247,12247,ERS,SR,19,3,5,0.61,0,Clear,0,Weather,MEDIUM,1,0,43.3,0
SIM000248,12296,AGC,NCR,78,2,6,1.0,1,Storm,3,Weather,MEDIUM,5,2,1511.6,1
SIM000249,12276,TVC,SR,26,5,5,0.91,1,Clear,0,Signal,HIGH,2,2,109.4,0
SIM000250,12232,MAS,SR,28,9,12,0.52,0,Clear,0,Rolling Stock,HIGH,2,0,123.0,0
SIM000251,12209,SUR,CR,14,3,6,0.76,1,Clear,0,Infrastructure,MEDIUM,1,0,20.5,0
SIM000252,12156,PURI,ECoR,47,2,5,0.21,0,Clear,0,Weather,MEDIUM,4,0,293.9,1
SIM000253,12011,MLDT,ER,8,5,5,0.36,0,Clear,0,Rolling Stock,LOW,0,0,8.0,0
SIM000254,12009,PRYJ,NCR,28,6,10,1.3,0,Clear,0,Infrastructure,HIGH,2,0,115.9,1
SIM000255,12059,MAS,SR,9,9,12,1.21,0,Clear,0,Signal,HIGH,0,0,9.0,0
SIM000256,12023,ASR,NR,56,4,6,0.8,1,Clear,0,Operational,MEDIUM,4,2,789.1,1
SIM000257,12002,BSP,SECR,58,6,8,1.15,0,Heavy Rain,2,Signal,HIGH,4,0,798.0,1
SIM000258,12005,JP,NWR,34,6,7,0.72,1,Clear,0,Operational,HIGH,2,0,146.9,0
SIM000259,12034,CSMT,CR,27,8,18,0.68,1,Clear,0,Passenger,HIGH,2,0,119.7,1
SIM000260,12047,GHY,NFR,55,4,6,0.3,1,Clear,0,Operational,HIGH,4,2,482.3,1
SIM000261,12155,DLI,NR,55,3,10,0.33,1,Clear,0,Passenger,HIGH,4,0,721.8,1
SIM000262,12208,ASN,ER,13,4,8,0.56,1,Clear,0,Rolling Stock,MEDIUM,1,0,25.4,1
SIM000263,12243,NDLS,NR,58,9,16,0.64,0,Clear,0,Infrastructure,HIGH,5,0,959.1,1
SIM000264,12170,CSMT,CR,48,8,18,0.31,1,Fog,2,Operational,HIGH,3,2,504.0,1
SIM000265,12188,TATA,SER,1,2,6,0.2,1,Rain,1,Infrastructure,MEDIUM,0,0,1.0,0
SIM000266,12200,SBC,SWR,21,4,10,0.95,0,Storm,3,Passenger,HIGH,2,0,67.6,1
SIM000267,12012,MAO,KR,1,3,5,0.45,1,Clear,0,Rolling Stock,MEDIUM,0,0,1.0,0
SIM000268,12299,UMB,NR,2,3,8,0.99,1,Clear,0,Operational,MEDIUM,0,0,2.0,0
SIM000269,12056,AII,NWR,53,3,6,0.37,0,Storm,3,Weather,MEDIUM,4,0,750.3,0
SIM000270,12170,ASR,NR,75,4,6,0.79,1,Clear,0,Operational,MEDIUM,5,2,1875.4,1
SIM000271,12187,PRYJ,NCR,28,6,10,1.16,1,Clear,0,Signal,HIGH,2,0,96.3,1
SIM000272,12295,BSP,SECR,14,6,8,0.62,1,Clear,0,Infrastructure,HIGH,1,0,20.2,0
SIM000273,12042,HWH,ER,62,5,23,0.43,0,Clear,0,Operational,HIGH,4,0,1044.5,1
SIM000274,12221,PRYJ,NCR,10,6,10,0.42,0,Fog,2,Infrastructure,HIGH,0,0,10.0,0
SIM000275,12207,CSMT,CR,40,8,18,0.62,0,Clear,0,Operational,HIGH,3,0,317.1,1
SIM000276,12195,ASR,NR,1,4,6,0.55,0,Clear,0,Weather,MEDIUM,0,0,1.0,0
SIM000277,12067,ASN,ER,1,4,8,0.26,0,Clear,0,Infrastructure,MEDIUM,0,0,1.0,0
SIM000278,12036,KGP,SER,33,5,9,0.71,1,Heavy Rain,2,Signal,HIGH,2,0,103.5,1
SIM000279,12162,MAO,KR,49,3,5,0.68,1,Heavy Rain,2,Operational,MEDIUM,4,0,502.4,1
SIM000280,12199,MAS,SR,41,9,12,0.53,1,Clear,0,Signal,HIGH,3,2,271.4,0
SIM000281,12020,PUNE,CR,24,5,6,1.14,1,Clear,0,Signal,HIGH,2,0,81.4,0
SIM000282,12110,NDLS,NR,1,9,16,0.27,1,Clear,0,Infrastructure,HIGH,0,0,1.0,0
SIM000283,12033,CSMT,CR,28,8,18,1.22,0,Rain,1,Operational,HIGH,2,0,105.5,1
SIM000284,12162,TVC,SR,7,5,5,0.72,1,Clear,0,Passenger,HIGH,0,0,7.0,0
SIM000285,12123,SUR,CR,1,3,6,0.84,1,Clear,0,Crew,MEDIUM,0,0,1.0,0
SIM000286,12225,ASR,NR,27,4,6,0.23,0,Storm,3,Crew,MEDIUM,2,0,72.8,0
SIM000287,12266,SBC,SWR,24,4,10,0.63,1,Clear,0,Signal,HIGH,2,0,91.1,1
SIM000288,12006,COR,WCR,12,5,8,0.74,1,Clear,0,Operational,MEDIUM,1,0,18.7,0
SIM000289,12262,NGP,CR,55,7,8,1.05,1,Clear,0,Infrastructure,HIGH,4,2,781.0,1
SIM000290,12059,TVC,SR,54,5,5,0.69,0,Rain,1,Rolling Stock,HIGH,4,0,669.9,0
SIM000291,12152,JP,NWR,33,6,7,0.89,1,Rain,1,Operational,HIGH,3,0,190.9,0
SIM000292,12097,BSL,CR,22,3,7,0.53,1,Fog,2,Weather,MEDIUM,1,0,53.1,0
SIM000293,12288,RTM,WR,24,4,6,0.12,0,Clear,0,Signal,MEDIUM,2,0,73.6,1
SIM000294,12222,COR,WCR,33,5,8,0.14,1,Fog,2,Weather,MEDIUM,2,0,153.4,1
SIM000295,12055,MAS,SR,81,9,12,0.56,1,Rain,1,Infrastructure,HIGH,5,2,1938.9,0
SIM000296,12017,UMB,NR,67,3,8,0.51,0,Rain,1,Operational,MEDIUM,5,0,1245.3,1
SIM000297,12001,BCT,WR,59,6,7,1.11,1,Clear,0,Infrastructure,HIGH,4,4,1159.7,1
SIM000298,12271,KGP,SER,18,5,9,0.37,1,Clear,0,Passenger,HIGH,2,0,52.1,1
SIM000299,12178,ERS,SR,45,3,5,0.19,1,Fog,2,Signal,MEDIUM,4,0,450.4,0
SIM000300,12241,BBS,ECoR,44,6,6,0.6,1,Clear,0,Crew,HIGH,3,0,343.3,1
SIM000301,12107,VSKP,ECoR,59,5,8,0.6,1,Clear,0,Rolling Stock,HIGH,4,2,766.7,1
SIM000302,12312,VSKP,ECoR,1,5,8,0.65,0,Storm,3,Crew,HIGH,0,0,1.0,0
SIM000303,12186,MLDT,ER,33,5,5,0.56,1,Storm,3,Operational,LOW,2,0,136.2,1
SIM000304,12068,BPL,WCR,4,6,6,0.57,1,Fog,2,Weather,HIGH,0,0,4.0,0
SIM000305,12035,UBL,SWR,1,3,6,0.44,0,Clear,0,Crew,MEDIUM,0,0,1.0,0
SIM000306,12188,ROU,SER,26,3,5,0.64,1,Rain,1,Infrastructure,LOW,2,0,96.4,1
SIM000307,12272,NDLS,NR,9,9,16,0.2,0,Clear,0,Crew,HIGH,0,0,9.0,0
SIM000308,12138,TVC,SR,62,5,5,1.13,1,Clear,0,Operational,HIGH,4,0,842.3,0
SIM000309,12199,SC,SCR,1,7,10,0.99,1,Rain,1,Operational,HIGH,0,0,1.0,0
SIM000310,12270,NDLS,NR,23,9,16,0.67,1,Heavy Rain,2,Infrastructure,HIGH,2,0,67.6,1
SIM000311,12271,PNBE,ECR,17,7,10,0.66,1,Clear,0,Infrastructure,HIGH,1,0,34.9,0
SIM000312,12036,SC,SCR,9,7,10,0.81,1,Clear,0,Rolling Stock,HIGH,0,0,9.0,0
SIM000313,12102,BBS,ECoR,29,6,6,0.2,1,Storm,3,Weather,HIGH,2,2,100.3,0
SIM000314,12049,ADI,WR,50,6,12,0.66,0,Rain,1,Passenger,HIGH,3,0,397.9,1
SIM000315,12187,NDLS,NR,55,9,16,0.53,1,Clear,0,Infrastructure,HIGH,4,2,699.4,1
SIM000316,12226,NGP,CR,53,7,8,0.98,1,Clear,0,Weather,HIGH,4,2,608.4,1
SIM000317,12221,MFP,ECR,18,3,6,0.27,0,Storm,3,Operational,MEDIUM,1,0,45.1,1
SIM000318,12179,PRYJ,NCR,36,6,10,0.93,1,Rain,1,Signal,HIGH,3,0,188.7,1
SIM000319,12259,PNBE,ECR,28,7,10,1.11,1,Rain,1,Passenger,HIGH,2,2,130.8,1
SIM000320,12279,HYB,SCR,1,1,6,0.77,1,Clear,0,Crew,MEDIUM,0,0,1.0,0
SIM000321,12010,BSL,CR,30,3,7,0.56,1,Rain,1,Crew,MEDIUM,3,0,142.3,0
SIM000322,12085,NJP,NFR,16,2,6,0.28,0,Clear,0,Rolling Stock,MEDIUM,1,0,23.5,1
SIM000323,12311,TATA,SER,1,2,6,0.35,0,Clear,0,Weather,MEDIUM,0,0,1.0,0
SIM000324,12104,KGP,SER,72,5,9,0.21,1,Clear,0,Rolling Stock,HIGH,5,2,1293.8,1
SIM000325,12071,KYN,CR,6,5,8,1.23,1,Clear,0,Operational,HIGH,0,0,6.0,0
SIM000326,12048,JBP,WCR,48,4,7,0.75,1,Clear,0,Signal,HIGH,4,2,622.6,1
SIM000327,12276,SC,SCR,20,7,10,0.76,1,Clear,0,Operational,HIGH,2,0,55.3,0
SIM000328,12240,MAS,SR,67,9,12,0.16,1,Clear,0,Signal,HIGH,5,2,1231.0,0
SIM000329,12285,NJP,NFR,59,2,6,0.57,1,Fog,2,Rolling Stock,MEDIUM,4,0,530.0,1
SIM000330,12162,TPJ,SR,17,4,7,0.89,1,Clear,0,Signal,MEDIUM,1,0,28.8,0
SIM000331,12080,PRYJ,NCR,60,6,10,0.6,1,Clear,0,Operational,HIGH,4,0,799.4,1
SIM000332,12178,MAS,SR,36,9,12,0.84,1,Storm,3,Infrastructure,HIGH,3,0,198.2,0
SIM000333,12112,BPL,WCR,35,6,6,1.2,1,Clear,0,Weather,HIGH,2,0,182.6,1
SIM000334,12096,BPL,WCR,36,6,6,0.91,1,Clear,0,Crew,HIGH,3,0,218.2,1
SIM000335,12254,CTC,ECoR,49,1,6,0.75,0,Clear,0,Infrastructure,MEDIUM,3,0,150.9,0
SIM000336,12175,BPL,WCR,28,6,6,0.52,0,Rain,1,Signal,HIGH,2,0,139.7,1
SIM000337,12151,ST,WR,38,3,5,0.62,0,Clear,0,Infrastructure,MEDIUM,3,0,272.0,1
SIM000338,12163,PRYJ,NCR,56,6,10,0.49,1,Clear,0,Operational,HIGH,4,2,866.5,1
SIM000339,12207,DLI,NR,56,3,10,0.76,0,Clear,0,Rolling Stock,HIGH,4,0,602.1,1
SIM000340,12122,CSMT,CR,4,8,18,0.51,1,Fog,2,Infrastructure,HIGH,0,0,4.0,0
SIM000341,12059,MAS,SR,45,9,12,1.17,0,Rain,1,Weather,HIGH,4,0,420.9,0
SIM000342,12195,ASR,NR,1,4,6,0.25,0,Clear,0,Weather,MEDIUM,0,0,1.0,0
SIM000343,12035,UBL,SWR,81,3,6,0.77,0,Clear,0,Signal,MEDIUM,5,0,1769.2,1
SIM000344,12251,BSP,SECR,5,6,8,0.61,0,Clear,0,Operational,HIGH,0,0,5.0,0
SIM000345,12256,NDLS,NR,28,9,16,0.79,0,Clear,0,Operational,HIGH,2,0,99.2,1
SIM000346,12048,BZA,SCR,81,5,10,0.82,1,Fog,2,Weather,HIGH,5,4,2304.5,1
SIM000347,12018,SDAH,ER,33,3,20,0.52,0,Fog,2,Rolling Stock,HIGH,3,0,178.7,1
SIM000348,12275,NDLS,NR,32,9,16,1.02,0,Storm,3,Rolling Stock,HIGH,3,0,181.7,1
SIM000349,12223,BZA,SCR,16,5,10,0.49,1,Clear,0,Crew,HIGH,1,0,25.0,0
SIM000350,12239,BZA,SCR,24,5,10,0.3,1,Clear,0,Crew,HIGH,2,0,64.9,1
SIM000351,12297,R,SECR,7,3,7,0.26,1,Rain,1,Weather,MEDIUM,0,0,7.0,0
SIM000352,12061,NDLS,NR,2,9,16,0.58,1,Fog,2,Operational,HIGH,0,0,2.0,0
SIM000353,12303,SDAH,ER,47,3,20,1.1,1,Clear,0,Weather,HIGH,4,0,451.0,1
SIM000354,12184,BWN,ER,61,3,6,0.28,1,Clear,0,Signal,MEDIUM,5,2,1026.5,1
SIM000355,12279,MAS,SR,25,9,12,0.26,1,Rain,1,Rolling Stock,HIGH,2,0,74.1,0
SIM000356,12062,UMB,NR,89,3,8,0.94,1,Clear,0,Infrastructure,MEDIUM,6,2,3873.0,1
SIM000357,12249,KGP,SER,1,5,9,1.18,1,Clear,0,Infrastructure,HIGH,0,0,1.0,0
SIM000358,12222,R,SECR,23,3,7,0.46,1,Rain,1,Infrastructure,MEDIUM,2,0,69.4,1
SIM000359,12266,COR,WCR,53,5,8,0.9,1,Clear,0,Infrastructure,MEDIUM,4,2,689.7,1
SIM000360,12230,JP,NWR,95,6,7,0.63,1,Storm,3,Rolling Stock,HIGH,6,0,3610.3,0
SIM000361,12249,NJP,NFR,37,2,6,0.91,1,Clear,0,Weather,MEDIUM,3,2,197.6,1
SIM000362,12184,R,SECR,21,3,7,0.63,1,Clear,0,Infrastructure,MEDIUM,1,0,43.6,1
SIM000363,12020,PUNE,CR,24,5,6,0.43,1,Clear,0,Signal,HIGH,2,0,100.3,1
SIM000364,12273,AGC,NCR,15,2,6,0.69,1,Clear,0,Crew,MEDIUM,1,0,22.3,0
SIM000365,12074,MYS,SWR,16,2,5,0.9,1,Clear,0,Signal,MEDIUM,0,0,16.0,0
SIM000366,12182,RTM,WR,1,4,6,0.31,1,Fog,2,Signal,MEDIUM,0,0,1.0,0
SIM000367,12167,NGP,CR,40,7,8,0.6,0,Storm,3,Signal,HIGH,3,0,323.4,1
SIM000368,12272,VSKP,ECoR,64,5,8,1.17,0,Clear,0,Operational,HIGH,4,0,872.5,1
SIM000369,12237,ROU,SER,8,3,5,0.13,1,Clear,0,Passenger,LOW,0,0,8.0,0
SIM000370,12235,CSMT,CR,56,8,18,0.73,1,Rain,1,Signal,HIGH,4,0,805.0,1
SIM000371,12089,R,SECR,4,3,7,0.31,1,Clear,0,Infrastructure,MEDIUM,0,0,4.0,0
SIM000372,12127,GHY,NFR,25,4,6,0.78,1,Clear,0,Infrastructure,HIGH,2,0,68.4,1
SIM000373,12156,PURI,ECoR,37,2,5,0.21,0,Heavy Rain,2,Passenger,MEDIUM,3,0,139.0,1
SIM000374,12091,NDLS,NR,47,9,16,0.38,0,Clear,0,Crew,HIGH,3,0,368.4,1
SIM000375,12078,MAS,SR,35,9,12,0.81,1,Clear,0,Signal,HIGH,3,2,237.9,0
SIM000376,12242,PRYJ,NCR,91,6,10,0.87,1,Clear,0,Rolling Stock,HIGH,6,2,2622.6,1
SIM000377,12121,BZA,SCR,44,5,10,0.33,0,Clear,0,Crew,HIGH,3,0,375.5,1
SIM000378,12246,LDH,NR,12,3,6,0.47,1,Heavy Rain,2,Signal,MEDIUM,0,0,12.0,0
SIM000379,12087,CSMT,CR,20,8,18,0.91,1,Clear,0,Signal,HIGH,1,0,48.3,0
SIM000380,12209,SUR,CR,54,3,6,0.2,1,Rain,1,Crew,MEDIUM,4,2,735.8,1
SIM000381,12254,CTC,ECoR,10,1,6,0.52,0,Clear,0,Passenger,MEDIUM,0,0,10.0,0
SIM000382,12183,NDLS,NR,66,9,16,0.88,1,Rain,1,Operational,HIGH,4,4,1286.7,1
SIM000383,12060,ADI,WR,16,6,12,1.1,1,Rain,1,Passenger,HIGH,1,0,43.3,0
SIM000384,12169,MFP,ECR,57,3,6,0.11,0,Clear,0,Operational,MEDIUM,4,0,698.2,1
SIM000385,12147,KYN,CR,28,5,8,1.22,0,Fog,2,Signal,HIGH,2,0,104.4,1
SIM000386,12098,HWH,ER,75,5,23,0.36,0,Clear,0,Signal,HIGH,5,0,1794.9,1
SIM000387,12102,KYN,CR,70,5,8,1.22,1,Clear,0,Weather,HIGH,5,4,1826.2,1
SIM000388,12248,NJP,NFR,36,2,6,0.38,1,Clear,0,Weather,MEDIUM,2,2,153.0,1
SIM000389,12317,BBS,ECoR,12,6,6,1.22,0,Clear,0,Passenger,HIGH,1,0,17.4,0
SIM000390,12184,ROU,SER,24,3,5,0.47,1,Fog,2,Passenger,LOW,2,0,99.8,1
SIM000391,12013,MDU,SR,7,4,6,0.9,1,Clear,0,Passenger,MEDIUM,0,0,7.0,0
SIM000392,12124,SBC,SWR,23,4,10,0.87,1,Clear,0,Passenger,HIGH,2,0,88.4,1
SIM000393,12004,BCT,WR,79,6,7,0.87,1,Clear,0,Rolling Stock,HIGH,5,2,2099.6,1
SIM000394,12312,BCT,WR,54,6,7,0.9,0,Clear,0,Signal,HIGH,4,0,653.2,1
SIM000395,12110,SDAH,ER,30,3,20,0.29,1,Clear,0,Operational,HIGH,2,0,119.7,1
SIM000396,12066,VSKP,ECoR,1,5,8,0.7,1,Rain,1,Weather,HIGH,0,0,1.0,0
SIM000397,12219,VSKP,ECoR,14,5,8,0.54,1,Clear,0,Signal,HIGH,1,0,25.2,1
SIM000398,12310,COR,WCR,8,5,8,0.53,1,Rain,1,Infrastructure,MEDIUM,0,0,8.0,0
SIM000399,12243,PRYJ,NCR,28,6,10,1.13,0,Clear,0,Crew,HIGH,2,0,71.3,1
SIM000400,12257,SBC,SWR,79,4,10,0.93,1,Rain,1,Weather,HIGH,5,2,1978.3,1
SIM000401,12315,HWH,ER,18,5,23,0.97,1,Clear,0,Infrastructure,HIGH,1,0,33.5,0
SIM000402,12224,JBP,WCR,1,4,7,0.77,0,Rain,1,Signal,HIGH,0,0,1.0,0
SIM000403,12211,JP,NWR,6,6,7,0.44,1,Clear,0,Operational,HIGH,0,0,6.0,0
SIM000404,12280,NDLS,NR,47,9,16,0.6,0,Clear,0,Operational,HIGH,3,0,432.8,1
SIM000405,12308,ADI,WR,24,6,12,0.76,0,Rain,1,Rolling Stock,HIGH,2,0,89.6,0
SIM000406,12053,JP,NWR,62,6,7,1.17,1,Clear,0,Passenger,HIGH,4,0,1071.1,0
SIM000407,12100,SDAH,ER,29,3,20,1.05,1,Clear,0,Rolling Stock,HIGH,2,0,130.1,1
SIM000408,12140,HYB,SCR,21,1,6,0.31,1,Clear,0,Rolling Stock,MEDIUM,1,0,32.7,0
SIM000409,12117,SDAH,ER,31,3,20,0.3,1,Heavy Rain,2,Infrastructure,HIGH,3,2,148.4,1
SIM000410,12008,UBL,SWR,5,3,6,0.96,0,Clear,0,Rolling Stock,MEDIUM,0,0,5.0,0
SIM000411,12212,SDAH,ER,89,3,20,0.4,1,Storm,3,Operational,HIGH,5,4,3385.0,1
SIM000412,12092,JP,NWR,25,6,7,1.08,0,Clear,0,Infrastructure,HIGH,2,0,99.5,0
SIM000413,12153,SC,SCR,48,7,10,0.74,1,Clear,0,Infrastructure,HIGH,3,2,352.3,1
SIM000414,12195,NDLS,NR,46,9,16,0.97,0,Storm,3,Operational,HIGH,3,0,447.5,1
SIM000415,12270,PNBE,ECR,42,7,10,0.97,1,Rain,1,Weather,HIGH,3,2,370.6,1
SIM000416,12075,BPL,WCR,1,6,6,0.66,1,Clear,0,Weather,HIGH,0,0,1.0,0
SIM000417,12130,BBS,ECoR,1,6,6,1.07,0,Clear,0,Rolling Stock,HIGH,0,0,1.0,0
SIM000418,12237,JBP,WCR,38,4,7,0.84,1,Rain,1,Signal,HIGH,3,2,253.4,1
SIM000419,12008,MAO,KR,27,3,5,0.83,0,Clear,0,Crew,MEDIUM,3,0,120.8,1
SIM000420,12002,CSMT,CR,14,8,18,0.25,0,Rain,1,Rolling Stock,HIGH,1,0,29.1,0
SIM000421,12290,ERS,SR,85,3,5,0.91,1,Clear,0,Weather,MEDIUM,5,4,2706.9,0
SIM000422,12139,VSKP,ECoR,64,5,8,0.78,1,Clear,0,Operational,HIGH,5,2,1088.4,1
SIM000423,12228,TVC,SR,40,5,5,1.21,1,Clear,0,Crew,HIGH,3,2,383.1,0
SIM000424,12228,JP,NWR,5,6,7,0.98,1,Clear,0,Weather,HIGH,0,0,5.0,0
SIM000425,12154,NGP,CR,53,7,8,0.83,0,Rain,1,Weather,HIGH,4,0,594.0,1
SIM000426,12116,ASN,ER,27,4,8,0.9,1,Clear,0,Operational,MEDIUM,2,2,115.8,1
SIM000427,12021,UBL,SWR,27,3,6,0.72,1,Clear,0,Weather,MEDIUM,2,0,95.7,1
SIM000428,12232,BZA,SCR,1,5,10,1.14,0,Clear,0,Crew,HIGH,0,0,1.0,0
SIM000429,12123,CSMT,CR,19,8,18,1.09,1,Clear,0,Weather,HIGH,1,0,43.0,0
SIM000430,12296,PRYJ,NCR,49,6,10,0.37,1,Rain,1,Crew,HIGH,4,2,451.1,1
SIM000431,12010,SC,SCR,25,7,10,0.52,1,Clear,0,Passenger,HIGH,2,0,111.8,1
SIM000432,12221,JHS,NCR,4,3,7,0.95,0,Clear,0,Signal,MEDIUM,0,0,4.0,0
SIM000433,12117,BPL,WCR,35,6,6,0.36,1,Rain,1,Signal,HIGH,2,2,205.2,1
SIM000434,12302,DHN,ECR,39,4,7,0.45,1,Clear,0,Signal,MEDIUM,3,2,358.2,1
SIM000435,12050,ADI,WR,58,6,12,1.04,0,Clear,0,Rolling Stock,HIGH,4,0,728.2,1
SIM000436,12137,ERS,SR,89,3,5,0.53,0,Clear,0,Signal,MEDIUM,5,0,2490.9,0
SIM000437,12031,LDH,NR,1,3,6,0.84,0,Fog,2,Rolling Stock,MEDIUM,0,0,1.0,0
SIM000438,12017,LDH,NR,1,3,6,0.56,0,Clear,0,Signal,MEDIUM,0,0,1.0,0
SIM000439,12265,TATA,SER,1,2,6,0.4,1,Clear,0,Operational,MEDIUM,0,0,1.0,0
SIM000440,12256,NDLS,NR,46,9,16,1.05,0,Clear,0,Operational,HIGH,3,0,364.9,1
SIM000441,12220,HWH,ER,1,5,23,0.87,1,Clear,0,Infrastructure,HIGH,0,0,1.0,0
SIM000442,12169,GHY,NFR,7,4,6,0.87,0,Clear,0,Weather,HIGH,0,0,7.0,0
SIM000443,12266,SBC,SWR,28,4,10,0.42,1,Storm,3,Rolling Stock,HIGH,2,0,120.6,1
SIM000444,12026,LDH,NR,31,3,6,0.2,1,Clear,0,Operational,MEDIUM,3,0,185.5,0
SIM000445,12138,ADI,WR,47,6,12,0.35,1,Clear,0,Crew,HIGH,4,0,406.5,1
SIM000446,12206,KGP,SER,30,5,9,0.66,1,Clear,0,Operational,HIGH,2,0,105.4,1
SIM000447,12145,COR,WCR,8,5,8,0.53,1,Rain,1,Operational,MEDIUM,0,0,8.0,0
SIM000448,12178,MAS,SR,36,9,12,1.08,1,Storm,3,Infrastructure,HIGH,3,0,235.6,0
SIM000449,12110,NDLS,NR,1,9,16,0.83,1,Clear,0,Infrastructure,HIGH,0,0,1.0,0
SIM000450,12284,SDAH,ER,25,3,20,0.16,0,Clear,0,Signal,HIGH,2,0,92.0,1
SIM000451,12275,ASR,NR,74,4,6,0.78,0,Clear,0,Rolling Stock,MEDIUM,5,0,1647.7,1
SIM000452,12056,JP,NWR,31,6,7,0.7,0,Clear,0,Weather,HIGH,3,0,162.9,0
SIM000453,12297,BSP,SECR,36,6,8,0.42,1,Clear,0,Signal,HIGH,3,2,266.3,1
SIM000454,12183,NDLS,NR,67,9,16,0.57,1,Clear,0,Infrastructure,HIGH,5,4,1500.9,1
SIM000455,12171,PUNE,CR,30,5,6,0.57,1,Clear,0,Infrastructure,HIGH,2,0,102.6,0
SIM000456,12247,ERS,SR,19,3,5,0.34,0,Clear,0,Weather,MEDIUM,1,0,45.4,0
SIM000457,12234,PRYJ,NCR,40,6,10,0.2,1,Clear,0,Weather,HIGH,3,2,325.3,1
SIM000458,12298,SUR,CR,23,3,6,0.73,0,Clear,0,Weather,MEDIUM,1,0,57.6,0
SIM000459,12278,MYS,SWR,39,2,5,0.18,1,Clear,0,Signal,MEDIUM,3,0,190.5,1
SIM000460,12148,ADI,WR,63,6,12,0.51,1,Clear,0,Infrastructure,HIGH,4,2,1036.4,1
SIM000461,12008,UBL,SWR,18,3,6,0.3,0,Heavy Rain,2,Signal,MEDIUM,1,0,34.4,1
SIM000462,12216,BPL,WCR,3,6,6,0.39,1,Clear,0,Infrastructure,HIGH,0,0,3.0,0
SIM000463,12262,NGP,CR,9,7,8,0.66,1,Clear,0,Passenger,HIGH,0,0,9.0,0
SIM000464,12061,VSKP,ECoR,29,5,8,0.31,1,Clear,0,Signal,HIGH,3,2,153.4,1
SIM000465,12253,GKP,NER,33,5,10,0.58,1,Clear,0,Operational,HIGH,3,2,182.7,1
SIM000466,12215,JP,NWR,18,6,7,0.33,0,Storm,3,Infrastructure,HIGH,2,0,48.5,0
SIM000467,12142,HWH,ER,1,5,23,0.52,1,Rain,1,Weather,HIGH,0,0,1.0,0
SIM000468,12139,BZA,SCR,14,5,10,1.28,1,Clear,0,Infrastructure,HIGH,1,0,35.4,1
SIM000469,12234,NDLS,NR,12,9,16,0.73,1,Rain,1,Signal,HIGH,1,0,17.8,0
SIM000470,12053,DHN,ECR,51,4,7,0.58,1,Heavy Rain,2,Infrastructure,MEDIUM,4,0,519.3,1
SIM000471,12212,JHS,NCR,52,3,7,0.88,1,Clear,0,Crew,MEDIUM,4,2,538.6,1
SIM000472,12236,KGP,SER,41,5,9,0.5,1,Clear,0,Passenger,HIGH,3,2,319.3,1
SIM000473,12177,KGP,SER,79,5,9,0.9,1,Clear,0,Crew,HIGH,5,2,2166.6,1
SIM000474,12062,NDLS,NR,46,9,16,1.16,1,Rain,1,Rolling Stock,HIGH,3,2,477.0,1
SIM000475,12044,PRYJ,NCR,37,6,10,0.24,1,Heavy Rain,2,Weather,HIGH,3,2,206.1,1
SIM000476,12162,KYN,CR,61,5,8,0.91,1,Rain,1,Operational,HIGH,4,0,856.2,1
SIM000477,12159,AII,NWR,27,3,6,0.75,1,Clear,0,Infrastructure,MEDIUM,2,0,103.5,0
SIM000478,12077,NGP,CR,1,7,8,1.16,0,Clear,0,Operational,HIGH,0,0,1.0,0
SIM000479,12091,NDLS,NR,14,9,16,0.94,0,Clear,0,Passenger,HIGH,1,0,22.2,0
SIM000480,12016,NJP,NFR,58,2,6,0.71,1,Clear,0,Signal,MEDIUM,4,0,677.2,1
SIM000481,12251,R,SECR,22,3,7,0.94,0,Clear,0,Weather,MEDIUM,2,0,71.5,1
SIM000482,12181,NJP,NFR,32,2,6,0.28,1,Clear,0,Passenger,MEDIUM,2,0,126.7,1
SIM000483,12296,AGC,NCR,39,2,6,0.46,1,Heavy Rain,2,Operational,MEDIUM,3,2,159.3,1
SIM000484,12035,MAO,KR,48,3,5,0.49,0,Clear,0,Crew,MEDIUM,3,0,402.7,1
SIM000485,12040,PUNE,CR,7,5,6,1.16,1,Rain,1,Operational,HIGH,0,0,7.0,0
SIM000486,12297,JBP,WCR,10,4,7,0.41,1,Fog,2,Operational,HIGH,0,0,10.0,0
SIM000487,12287,KYN,CR,3,5,8,0.45,1,Clear,0,Operational,HIGH,0,0,3.0,0
SIM000488,12262,NDLS,NR,80,9,16,1.05,1,Clear,0,Infrastructure,HIGH,5,2,2445.0,1
SIM000489,12136,VSKP,ECoR,36,5,8,0.35,1,Rain,1,Signal,HIGH,3,0,209.0,1
SIM000490,12239,BZA,SCR,24,5,10,0.37,1,Clear,0,Crew,HIGH,2,0,85.1,1
SIM000491,12255,HWH,ER,9,5,23,0.84,1,Clear,0,Operational,HIGH,0,0,9.0,0
SIM000492,12032,RTM,WR,37,4,6,0.54,1,Rain,1,Weather,MEDIUM,3,0,201.5,1
SIM000493,12105,KYN,CR,24,5,8,0.27,1,Clear,0,Infrastructure,HIGH,2,0,98.2,1
SIM000494,12103,BZA,SCR,2,5,10,0.37,0,Clear,0,Passenger,HIGH,0,0,2.0,0
SIM000495,12274,NDLS,NR,29,9,16,0.86,1,Clear,0,Rolling Stock,HIGH,2,0,119.6,1
